step,linear_x,angular_z
843,-0.6100000000000004,-0.048872454266392244
844,-0.6200000000000004,-0.048872454266392244
845,-0.6300000000000004,-0.048872454266392244
846,-0.6400000000000005,-0.02203885374131682
847,-0.6500000000000005,-0.02203885374131682
848,-0.6600000000000005,-0.02203885374131682
849,-0.6700000000000005,-0.02463281459796259
850,-0.6800000000000005,-0.02463281459796259
851,-0.6900000000000005,-0.02463281459796259
852,-0.6900000000000005,0.014753893037284615
853,-0.6900000000000005,0.014753893037284615
854,-0.6900000000000005,0.014753893037284615
855,-0.6900000000000005,0.11475389303728462
856,-0.6900000000000005,0.12806212347246415
857,-0.6900000000000005,0.21806212347246415
858,-0.6900000000000005,0.21806212347246415
859,-0.6900000000000005,0.21806212347246415
860,-0.6900000000000005,0.30806212347246414
861,-0.6900000000000005,0.30806212347246414
862,-0.6900000000000005,0.30806212347246414
863,-0.7000000000000005,0.30806212347246414
864,-0.7100000000000005,0.30806212347246414
865,-0.7100000000000005,0.39806212347246417
866,-0.7100000000000005,0.49806212347246415
867,-0.7100000000000005,0.5780621234724642
868,-0.7100000000000005,0.6780621234724642
869,-0.7100000000000005,0.7780621234724642
870,-0.7100000000000005,0.8780621234724642
871,-0.7100000000000005,0.9780621234724641
872,-0.7000000000000005,0.8780621234724642
873,-0.7100000000000005,0.9780621234724641
874,-0.7200000000000005,1.028062123472464
875,-0.7300000000000005,1.028062123472464
876,-0.7300000000000005,1.118062123472464
877,-0.7300000000000005,1.118062123472464
878,-0.7300000000000005,1.208062123472464
879,-0.7300000000000005,1.1180621234724641
880,-0.7300000000000005,1.1180621234724641
881,-0.7300000000000005,1.1180621234724641
882,-0.7300000000000005,1.1180621234724641
883,-0.7300000000000005,1.1180621234724641
884,-0.7300000000000005,1.018062123472464
885,-0.7300000000000005,0.9180621234724641
886,-0.7300000000000005,0.8812685273041331
887,-0.7300000000000005,0.8812685273041331
888,-0.7200000000000005,0.7812685273041331
889,-0.7300000000000005,0.7912685273041332
890,-0.7400000000000005,0.7912685273041332
891,-0.7500000000000006,0.7912685273041332
892,-0.7600000000000006,0.7012685273041332
893,-0.7700000000000006,0.6112685273041333
894,-0.7800000000000006,0.6112685273041333
895,-0.7900000000000006,0.6112685273041333
896,-0.8000000000000006,0.5212685273041333
897,-0.8100000000000006,0.4312685273041333
898,-0.8200000000000006,0.4312685273041333
899,-0.8300000000000006,0.4312685273041333
900,-0.8400000000000006,0.4312685273041333
901,-0.8500000000000006,0.4312685273041333
902,-0.8600000000000007,0.4312685273041333
903,-0.8700000000000007,0.34126852730413326
904,-0.8800000000000007,0.34126852730413326
905,-0.8900000000000007,0.34126852730413326
906,-0.9000000000000007,0.34126852730413326
907,-0.9100000000000007,0.25126852730413324
908,-0.9200000000000007,0.25126852730413324
909,-0.9300000000000007,0.16126852730413324
910,-0.9400000000000007,0.16126852730413324
911,-0.9500000000000007,0.16126852730413324
912,-0.9600000000000007,0.16126852730413324
913,-0.9700000000000008,0.16126852730413324
914,-0.9700000000000008,0.061268527304133236
915,-0.9700000000000008,0.04514851352795299
916,-0.9700000000000008,-0.05485148647204702
917,-0.9700000000000008,-0.134851486472047
918,-0.9700000000000008,-0.134851486472047
919,-0.9700000000000008,-0.134851486472047
920,-0.9700000000000008,-0.134851486472047
921,-0.9700000000000008,-0.134851486472047
922,-0.9700000000000008,-0.134851486472047
923,-0.9700000000000008,-0.134851486472047
924,-0.9800000000000008,-0.06182026969998244
925,-0.9900000000000008,-0.06182026969998244
926,-1.0000000000000007,-0.1373974896157229
927,-1.0100000000000007,-0.1373974896157229
928,-1.0200000000000007,-0.1373974896157229
929,-1.0300000000000007,-0.07664090668338643
930,-1.0400000000000007,-0.07664090668338643
931,-1.0500000000000007,-0.07664090668338643
932,-1.0600000000000007,-0.07664090668338643
933,-1.0700000000000007,-0.05710747928147908
934,-1.0800000000000007,-0.04022061672650429
935,-1.0800000000000007,0.05977938327349572
936,-1.0800000000000007,0.15977938327349572
937,-1.0800000000000007,0.2597793832734957
938,-1.0800000000000007,0.27416387884546495
939,-1.0800000000000007,0.3641638788454649
940,-1.0800000000000007,0.46416387884546495
941,-1.0900000000000007,0.5641638788454649
942,-1.1000000000000008,0.6341638788454649
943,-1.1000000000000008,0.5441638788454649
944,-1.1000000000000008,0.5441638788454649
945,-1.1000000000000008,0.4541638788454649
946,-1.1000000000000008,0.4541638788454649
947,-1.1000000000000008,0.4541638788454649
948,-1.1000000000000008,0.4541638788454649
949,-1.1000000000000008,0.35416387884546485
950,-1.1000000000000008,0.2541638788454649
951,-1.1000000000000008,0.15416387884546487
952,-1.1000000000000008,0.05416387884546486
953,-1.1000000000000008,-0.04583612115453514
954,-1.1000000000000008,-0.14583612115453515
955,-1.1000000000000008,-0.24583612115453515
956,-1.1000000000000008,-0.34583612115453516
957,-1.1000000000000008,-0.24583612115453515
958,-1.1000000000000008,-0.17583612115453512
959,-1.1000000000000008,-0.17583612115453512
960,-1.1000000000000008,-0.17583612115453512
961,-1.1000000000000008,-0.17583612115453512
962,-1.1000000000000008,-0.07583612115453511
963,-1.1000000000000008,0.024163878845464892
964,-1.1000000000000008,0.08712458853126975
965,-1.1000000000000008,0.08712458853126975
966,-1.1000000000000008,0.08712458853126975
967,-1.1000000000000008,0.17712458853126975
968,-1.1000000000000008,0.17712458853126975
969,-1.1000000000000008,0.26712458853126975
970,-1.1000000000000008,0.26712458853126975
971,-1.1000000000000008,0.26712458853126975
972,-1.1000000000000008,0.35712458853126977
973,-1.1000000000000008,0.35712458853126977
974,-1.1000000000000008,0.35712458853126977
975,-1.1000000000000008,0.35712458853126977
976,-1.1000000000000008,0.35712458853126977
977,-1.1000000000000008,0.26712458853126975
978,-1.1000000000000008,0.26712458853126975
979,-1.1000000000000008,0.26712458853126975
980,-1.1000000000000008,0.16712458853126974
981,-1.1000000000000008,0.08970933434074273
982,-1.1000000000000008,0.08970933434074273
983,-1.1000000000000008,0.17970933434074274
984,-1.1000000000000008,0.17970933434074274
985,-1.1000000000000008,0.07970933434074273
986,-1.1000000000000008,-0.020290665659257273
987,-1.1000000000000008,-0.06532156725406403
988,-1.1000000000000008,-0.16532156725406405
989,-1.1000000000000008,-0.245321567254064
990,-1.1000000000000008,-0.245321567254064
991,-1.1000000000000008,-0.155321567254064
992,-1.1000000000000008,-0.155321567254064
993,-1.1000000000000008,-0.065321567254064
994,-1.1000000000000008,-0.065321567254064
995,-1.1000000000000008,-0.065321567254064
996,-1.1000000000000008,-0.165321567254064
997,-1.1000000000000008,-0.265321567254064
998,-1.1000000000000008,-0.36532156725406395
999,-1.1000000000000008,-0.46532156725406393
1000,-1.1000000000000008,-0.5653215672540639
1001,-1.1000000000000008,-0.6653215672540639
1002,-1.1000000000000008,-0.5653215672540639
1003,-1.1000000000000008,-0.46532156725406393
1004,-1.1000000000000008,-0.36532156725406395
1005,-1.1000000000000008,-0.265321567254064
1006,-1.1000000000000008,-0.16532156725406397
1007,-1.1000000000000008,-0.12009595966949338
1008,-1.1000000000000008,-0.12009595966949338
1009,-1.1000000000000008,-0.22009595966949339
1010,-1.1000000000000008,-0.28556478794359186
1011,-1.1000000000000008,-0.28556478794359186
1012,-1.1000000000000008,-0.28556478794359186
1013,-1.1000000000000008,-0.25111220270675205
1014,-1.1000000000000008,-0.25111220270675205
1015,-1.1000000000000008,-0.25111220270675205
1016,-1.1000000000000008,-0.25111220270675205
1017,-1.1000000000000008,-0.15111220270675205
1018,-1.1000000000000008,-0.05111220270675204
1019,-1.1000000000000008,0.048887797293247964
1020,-1.1000000000000008,0.14888779729324797
1021,-1.1000000000000008,0.24888779729324798
1022,-1.1000000000000008,0.348887797293248
1023,-1.1000000000000008,0.448887797293248
1024,-1.1000000000000008,0.548887797293248
1025,-1.1000000000000008,0.648887797293248
1026,-1.1000000000000008,0.548887797293248
1027,-1.1000000000000008,0.648887797293248
1028,-1.1000000000000008,0.748887797293248
1029,-1.1000000000000008,0.8488877972932479
1030,-1.1000000000000008,0.9488877972932479
1031,-1.1000000000000008,1.048887797293248
1032,-1.1000000000000008,1.0088877972932477
1033,-1.1000000000000008,1.0088877972932477
1034,-1.1000000000000008,1.0088877972932477
1035,-1.1000000000000008,1.0088877972932477
1036,-1.1000000000000008,0.9088877972932478
1037,-1.1000000000000008,0.9039268658300379
1038,-1.1000000000000008,0.8039268658300379
1039,-1.1000000000000008,0.7433431146343195
1040,-1.1000000000000008,0.7433431146343195
1041,-1.1000000000000008,0.6433431146343195
1042,-1.1000000000000008,0.5433431146343195
1043,-1.1000000000000008,0.4433431146343195
1044,-1.1000000000000008,0.34334311463431955
1045,-1.1000000000000008,0.24334311463431954
1046,-1.1000000000000008,0.14334311463431954
1047,-1.1000000000000008,0.04334311463431953
1048,-1.1000000000000008,-0.056656885365680476
1049,-1.1000000000000008,-0.15665688536568048
1050,-1.1000000000000008,-0.24665688536568053
1051,-1.0900000000000007,-0.14665688536568053
1052,-1.0800000000000007,-0.04665688536568052
1053,-1.0700000000000007,0.0
1054,-1.0600000000000007,0.0
1055,-1.0500000000000007,0.0
1056,-1.0500000000000007,0.1
1057,-1.0500000000000007,0.2
1058,-1.0500000000000007,0.30000000000000004
1059,-1.0500000000000007,0.4
1060,-1.0500000000000007,0.5
1061,-1.0500000000000007,0.6
1062,-1.0500000000000007,0.7
1063,-1.0500000000000007,0.7999999999999999
1064,-1.0500000000000007,0.8406897238629011
1065,-1.0500000000000007,0.8406897238629011
1066,-1.0500000000000007,0.930689723862901
1067,-1.0500000000000007,0.930689723862901
1068,-1.0500000000000007,1.020689723862901
1069,-1.0500000000000007,1.020689723862901
1070,-1.0500000000000007,1.020689723862901
1071,-1.0500000000000007,1.020689723862901
1072,-1.0500000000000007,1.120689723862901
1073,-1.0500000000000007,1.2006897238629008
1074,-1.0500000000000007,1.2006897238629008
1075,-1.0500000000000007,1.2006897238629008
1076,-1.0500000000000007,1.1149331223464802
1077,-1.0500000000000007,1.1149331223464802
1078,-1.0500000000000007,1.1149331223464802
1079,-1.0500000000000007,1.1149331223464802
1080,-1.0500000000000007,1.1149331223464802
1081,-1.0400000000000007,1.0149331223464801
1082,-1.0300000000000007,0.9149331223464802
1083,-1.0300000000000007,0.8149331223464802
1084,-1.0300000000000007,0.7149331223464802
1085,-1.0300000000000007,0.6649331223464805
1086,-1.0300000000000007,0.5749331223464805
1087,-1.0300000000000007,0.5749331223464805
1088,-1.0300000000000007,0.5749331223464805
1089,-1.0300000000000007,0.5749331223464805
1090,-1.0300000000000007,0.5749331223464805
1091,-1.0300000000000007,0.6749331223464805
1092,-1.0300000000000007,0.7749331223464805
1093,-1.0300000000000007,0.8749331223464805
1094,-1.0300000000000007,0.9349331223464803
1095,-1.0300000000000007,0.9349331223464803
1096,-1.0300000000000007,0.9349331223464803
1097,-1.0200000000000007,0.8349331223464803
1098,-1.0100000000000007,0.7349331223464803
1099,-1.0000000000000007,0.6349331223464804
1100,-0.9900000000000007,0.5349331223464804
1101,-0.9900000000000007,0.6349331223464804
1102,-0.9900000000000007,0.7349331223464803
1103,-0.9900000000000007,0.8349331223464803
1104,-0.9900000000000007,0.9349331223464803
1105,-0.9900000000000007,1.0349331223464804
1106,-0.9900000000000007,1.1149331223464805
1107,-0.9900000000000007,1.1149331223464805
1108,-0.9900000000000007,1.1149331223464805
1109,-0.9800000000000006,1.0149331223464804
1110,-0.9800000000000006,1.1149331223464805
1111,-0.9800000000000006,1.1149331223464805
1112,-0.9800000000000006,1.1149331223464805
1113,-0.9800000000000006,1.2049331223464803
1114,-0.9800000000000006,1.2049331223464803
1115,-0.9800000000000006,1.2049331223464803
1116,-0.9800000000000006,1.2049331223464803
1117,-0.9800000000000006,1.2049331223464803
1118,-0.9800000000000006,1.3049331223464804
1119,-0.9800000000000006,1.2949331223464802
1120,-0.9800000000000006,1.19493312234648
1121,-0.9800000000000006,1.09493312234648
1122,-0.9800000000000006,0.99493312234648
1123,-0.9800000000000006,0.89493312234648
1124,-0.9800000000000006,0.7949331223464801
1125,-0.9800000000000006,0.8449331223464805
1126,-0.9800000000000006,0.8449331223464805
1127,-0.9800000000000006,0.7449331223464806
1128,-0.9800000000000006,0.6449331223464806
1129,-0.9800000000000006,0.6649331223464806
1130,-0.9800000000000006,0.6649331223464806
1131,-0.9700000000000006,0.5649331223464806
1132,-0.9600000000000006,0.46493312234648065
1133,-0.9500000000000006,0.3649331223464807
1134,-0.9500000000000006,0.46493312234648065
1135,-0.9500000000000006,0.5649331223464806
1136,-0.9500000000000006,0.5910481343509006
1137,-0.9500000000000006,0.5910481343509006
1138,-0.9500000000000006,0.5910481343509006
1139,-0.9500000000000006,0.5910481343509006
1140,-0.9500000000000006,0.5910481343509006
1141,-0.9500000000000006,0.5910481343509006
1142,-0.9400000000000006,0.49104813435090067
1143,-0.9400000000000006,0.5910481343509006
1144,-0.9400000000000006,0.6810481343509007
1145,-0.9400000000000006,0.6810481343509007
1146,-0.9400000000000006,0.6810481343509007
1147,-0.9500000000000006,0.5910481343509006
1148,-0.9600000000000006,0.5910481343509006
1149,-0.9600000000000006,0.6910481343509006
1150,-0.9600000000000006,0.7710481343509007
1151,-0.9600000000000006,0.7710481343509007
1152,-0.9600000000000006,0.7710481343509007
1153,-0.9600000000000006,0.7710481343509007
1154,-0.9700000000000006,0.6810481343509007
1155,-0.9800000000000006,0.6810481343509007
1156,-0.9900000000000007,0.6810481343509007
1157,-1.0000000000000007,0.6810481343509007
1158,-1.0000000000000007,0.7810481343509007
1159,-1.0000000000000007,0.8610481343509006
1160,-1.0000000000000007,0.8610481343509006
1161,-0.9900000000000007,0.7610481343509006
1162,-0.9800000000000006,0.6610481343509006
1163,-0.9900000000000007,0.7610481343509006
1164,-0.9800000000000006,0.8610481343509006
1165,-0.9900000000000007,0.9362046190387067
1166,-0.9800000000000006,0.8362046190387067
1167,-0.9700000000000006,0.7362046190387067
1168,-0.9600000000000006,0.6362046190387067
1169,-0.9600000000000006,0.7362046190387067
1170,-0.9600000000000006,0.8362046190387067
1171,-0.9600000000000006,0.9362046190387067
1172,-0.9600000000000006,1.0262046190387066
1173,-0.9500000000000006,0.9262046190387067
1174,-0.9400000000000006,0.8262046190387067
1175,-0.9300000000000006,0.7262046190387067
1176,-0.9400000000000006,0.8262046190387067
1177,-0.9300000000000006,0.9262046190387067
1178,-0.9400000000000006,0.8462046190387068
1179,-0.9500000000000006,0.7562046190387068
1180,-0.9400000000000006,0.8562046190387068
1181,-0.9400000000000006,0.9401421173224501
1182,-0.9300000000000006,0.8401421173224501
1183,-0.9200000000000006,0.7401421173224502
1184,-0.9100000000000006,0.6401421173224502
1185,-0.9000000000000006,0.5401421173224502
1186,-0.8900000000000006,0.44014211732245023
1187,-0.9000000000000006,0.5401421173224502
1188,-0.8900000000000006,0.6401421173224502
1189,-0.9000000000000006,0.7401421173224502
1190,-0.8900000000000006,0.6401421173224502
1191,-0.9000000000000006,0.7401421173224502
1192,-0.8900000000000006,0.6401421173224502
1193,-0.8800000000000006,0.5401421173224502
1194,-0.8700000000000006,0.44014211732245023
1195,-0.8600000000000005,0.34014211732245025
1196,-0.8500000000000005,0.24014211732245025
1197,-0.8600000000000005,0.34014211732245025
1198,-0.8500000000000005,0.24014211732245025
1199,-0.8400000000000005,0.14014211732245024
1200,-0.8300000000000005,0.04014211732245024
1201,-0.8200000000000005,0.0
1202,-0.8100000000000005,0.0
1203,-0.8000000000000005,0.0
1204,-0.7900000000000005,0.0
