step,linear_x,angular_z,total_force
87,0.3400000000000002,0.0,0.8147230373663754
88,0.3450000000000002,0.0,0.8147230373663754
89,0.3500000000000002,0.0,-0.5661542513888317
90,0.3550000000000002,0.0,-0.5661542513888317
91,0.3600000000000002,0.0,0.8641156556453066
92,0.3650000000000002,0.0,0.8415428332262342
93,0.3700000000000002,0.0,0.8415428332262342
94,0.3750000000000002,0.0,-9.986306934716138
95,0.3800000000000002,0.0,0.8997845652114831
96,0.38500000000000023,0.0,0.8997845652114831
97,0.39000000000000024,0.0,0.8526001296175035
98,0.39500000000000024,0.0,0.9184555456260504
99,0.40000000000000024,0.0,0.9184555456260504
100,0.40500000000000025,0.0,0.7873032730861801
101,0.41000000000000025,0.0,0.9473845621252827
102,0.41500000000000026,0.0,0.9473845621252827
103,0.42000000000000026,0.0,0.9655016150541978
104,0.42500000000000027,0.0,0.9655016150541978
105,0.43000000000000027,0.0,0.9367387048958272
106,0.4350000000000003,0.0,0.9908743931976439
107,0.4400000000000003,0.0,0.9908743931976439
108,0.4400000000000003,0.0,1.0011619264805465
109,0.4450000000000003,0.0,0.9865050292593416
110,0.4500000000000003,0.0,0.9865050292593416
111,0.4550000000000003,0.0,1.031914485692033
112,0.4550000000000003,0.0,1.042166962735526
113,0.4600000000000003,0.0,1.042166962735526
114,0.4650000000000003,0.0,0.9589861942164111
115,0.4700000000000003,0.0,0.9501078407767377
116,0.4750000000000003,0.0,0.9501078407767377
117,0.4750000000000003,0.0,1.0196926109988487
118,0.4800000000000003,0.0,1.2315609053134098
119,0.4850000000000003,0.0,1.2315609053134098
120,0.4900000000000003,0.0,1.1437140845424358
121,0.49500000000000033,0.0,1.1437140845424358
122,0.5000000000000003,0.0,1.1265279281103788
123,0.5050000000000003,0.0,1.1692949298585837
124,0.5100000000000003,0.0,1.1692949298585837
125,0.5150000000000003,0.0,0.9697881520191526
126,0.5200000000000004,0.0,1.0619706006663905
127,0.5250000000000004,0.0,1.0619706006663905
128,0.5300000000000004,0.0,1.1198026792465632
129,0.5350000000000004,0.0,1.1745252768518524
130,0.5400000000000004,0.0,1.1745252768518524
131,0.5450000000000004,0.0,1.1860330554095566
132,0.5500000000000004,0.0,1.201803137197435
133,0.5550000000000004,0.0,1.201803137197435
134,0.5600000000000004,0.0,1.206143719667513
135,0.5650000000000004,0.0,1.206143719667513
136,0.5700000000000004,0.0,1.2166645903615165
137,0.5750000000000004,0.0,1.2351016737015952
138,0.5800000000000004,0.0,1.2351016737015952
139,0.5800000000000004,0.0,1.2323615133950407
140,0.5850000000000004,0.0,1.249527959593889
141,0.5900000000000004,0.0,1.249527959593889
142,0.5950000000000004,0.0,1.1741796248431402
143,0.6000000000000004,0.0,1.1045312045944404
144,0.6050000000000004,0.0,1.1045312045944404
145,0.6050000000000004,0.0,1.2621639543190397
146,0.6100000000000004,0.0,1.2893997753677044
147,0.6150000000000004,0.0,1.2893997753677044
148,0.6200000000000003,0.0,1.2473564786558913
149,0.6200000000000003,0.0,1.2473564786558913
150,0.6200000000000003,0.0,1.2614297507378047
151,0.6200000000000003,0.0,1.261737947056626
152,0.6200000000000003,0.0,1.261737947056626
153,0.6200000000000003,0.0,1.265574845678568
154,0.6200000000000003,0.0,-9.18957604837514
155,0.6200000000000003,0.0,-9.18957604837514
156,0.6200000000000003,0.0,-3.729117754009967
157,0.6200000000000003,0.0,-9.977946019228607
158,0.6200000000000003,0.0,-9.977946019228607
159,0.6200000000000003,0.0,-0.7896801944186584
160,0.6200000000000003,0.0,-9.999815134867868
161,0.6200000000000003,0.0,-9.999815134867868
162,0.6200000000000003,0.0,-5.115434433126979
163,0.6200000000000003,0.0,-9.97392679926424
164,0.6200000000000003,0.0,-9.97392679926424
165,0.6200000000000003,0.0,-9.997471503097112
166,0.6200000000000003,0.0,-9.997471503097112
167,0.6200000000000003,0.0,-9.968442584037726
168,0.6200000000000003,0.0,-0.4690526703945218
169,0.6200000000000003,0.0,-0.4690526703945218
170,0.6200000000000003,0.0,-0.672484569756534
171,0.6200000000000003,0.0,-0.49402655051187766
172,0.6200000000000003,0.0,-0.49402655051187766
173,0.6200000000000003,0.0,-0.39618736240035324
174,0.6200000000000003,0.0,-1.7950242307791668
175,0.6200000000000003,0.0,-1.7950242307791668
176,0.6200000000000003,0.0,-2.684448778296219
177,0.6200000000000003,0.0,-0.45229541243744165
178,0.6118341123979105,-0.01,-0.45229541243744165
179,0.6043360811838053,-0.02,-9.967815402859024
180,0.6116356995698867,-0.03,-9.967815402859024
181,0.6016356995698867,-0.04,-0.5378150443995007
182,0.6109843180898422,-0.05,-0.6661939938440599
183,0.6131888451116358,-0.060000000000000005,-0.6661939938440599
184,0.6200000000000003,-0.05,-9.9879963717586
185,0.613144743140436,-0.060000000000000005,-0.5158166711969496
186,0.6090483680731806,-0.07,-0.5158166711969496
187,0.6116976490433255,-0.08,-0.6410396031900002
188,0.6076984161944796,-0.09,-9.971666146487838
189,0.6130017273397474,-0.09999999999999999,-9.971666146487838
190,0.6110819358456577,-0.10999999999999999,0.6005921999084984
191,0.6104023346302228,-0.11999999999999998,-9.997621957518483
192,0.6113396839676423,-0.12999999999999998,-9.997621957518483
193,0.6100582236589488,-0.13999999999999999,-0.5951548656849058
194,0.611243136084784,-0.15,-0.5951548656849058
195,0.610219554529707,-0.16,-9.979636350685654
196,0.611965345816655,-0.17,-5.238667888961911
197,0.6200000000000003,-0.16,-5.238667888961911
198,0.6122448194598129,-0.17,-9.961479614323942
199,0.6108937889875787,-0.18000000000000002,-9.974688063795558
200,0.6077578821628814,-0.19000000000000003,-9.974688063795558
201,0.6097535886031951,-0.20000000000000004,0.7785598092466165
202,0.6197535886031951,-0.19000000000000003,-9.980272173598685
203,0.6122605771433477,-0.20000000000000004,-9.980272173598685
204,0.6105028709404692,-0.21000000000000005,-9.983689574761824
205,0.6115086021558751,-0.22000000000000006,-9.977244196716459
206,0.6103097594887517,-0.23000000000000007,-9.977244196716459
207,0.6107400444705439,-0.24000000000000007,-9.966544018492952
208,0.6007400444705439,-0.25000000000000006,-9.966544018492952
209,0.6075166209231444,-0.26000000000000006,-0.7091105724317144
210,0.6042666570445937,-0.2700000000000001,1.0119632957291276
211,0.6050964681354624,-0.2800000000000001,1.0119632957291276
212,0.6060274561055528,-0.2900000000000001,-0.6416674821701885
213,0.6160274561055528,-0.2800000000000001,0.15667691816683013
214,0.6080180688154849,-0.2900000000000001,0.15667691816683013
215,0.5983973133533012,-0.3000000000000001,-9.992479292203095
216,0.6057195140657516,-0.3100000000000001,0.7484461096016527
217,0.5990116075226856,-0.3200000000000001,0.7484461096016527
218,0.6016102144654341,-0.3300000000000001,0.14816148871168677
219,0.6015019513168943,-0.34000000000000014,0.1318170308712177
220,0.597071950306364,-0.35000000000000014,0.1318170308712177
221,0.5942599643129495,-0.36000000000000015,0.228358337316731
222,0.5954789889091052,-0.37000000000000016,0.09480696533430613
223,0.6054789889091052,-0.36000000000000015,0.09480696533430613
224,0.5954789889091052,-0.37000000000000016,-0.36930734555685996
225,0.5985166900144956,-0.38000000000000017,-0.36930734555685996
226,0.5892142174583366,-0.3900000000000002,0.20658415075827616
227,0.589956988025732,-0.4000000000000002,-6.461735696165705
228,0.5856937431976377,-0.4100000000000002,-6.461735696165705
229,0.5835137248709598,-0.4200000000000002,1.0591763516213597
230,0.5828440325431962,-0.4300000000000002,-1.830874368909997
231,0.5886591969898142,-0.4400000000000002,-1.830874368909997
232,0.5891251293902551,-0.45000000000000023,0.8860010332842736
233,0.5844458930489779,-0.46000000000000024,-0.5078472408070711
234,0.5744458930489779,-0.45000000000000023,-0.5078472408070711
235,0.5763749632840491,-0.46000000000000024,0.5788854744370562
236,0.5863749632840491,-0.47000000000000025,0.6304262888888741
237,0.5963749632840492,-0.46000000000000024,0.6304262888888741
238,0.5863749632840491,-0.47000000000000025,0.18457460567817505
239,0.5763749632840491,-0.48000000000000026,0.18457460567817505
240,0.5699811700994218,-0.49000000000000027,-0.2042413030358854
241,0.5693755915360027,-0.5000000000000002,-3.9629882501973217
242,0.5679877642209537,-0.5100000000000002,-3.9629882501973217
243,0.5661199039885448,-0.5200000000000002,0.40440100644374105
244,0.5761199039885448,-0.5100000000000002,0.27204046163745743
245,0.5861199039885449,-0.5000000000000002,0.27204046163745743
246,0.5961199039885449,-0.4900000000000002,-0.9216456262124337
247,0.6061199039885449,-0.4800000000000002,0.027177585026893464
248,0.6161199039885449,-0.4700000000000002,0.027177585026893464
249,0.6200000000000003,-0.4600000000000002,0.1307281696785918
250,0.6200000000000003,-0.4500000000000002,-0.22954446207938736
251,0.6200000000000003,-0.44000000000000017,-0.22954446207938736
252,0.6200000000000003,-0.43000000000000016,-0.08325752270040657
253,0.6200000000000003,-0.42000000000000015,-0.08325752270040657
254,0.6200000000000003,-0.41000000000000014,1.1632628897537123
255,0.6200000000000003,-0.40000000000000013,1.1406059958316594
256,0.6200000000000003,-0.3900000000000001,1.1406059958316594
257,0.6200000000000003,-0.3800000000000001,0.13450842614610203
258,0.6200000000000003,-0.3700000000000001,1.157978988447192
259,0.6200000000000003,-0.3600000000000001,1.157978988447192
260,0.6200000000000003,-0.3500000000000001,0.263090416350996
261,0.6200000000000003,-0.3400000000000001,1.1322958713607165
262,0.6200000000000003,-0.33000000000000007,1.1322958713607165
263,0.6200000000000003,-0.32000000000000006,-0.42693865212795407
264,0.6200000000000003,-0.31000000000000005,0.3247628860506571
265,0.6200000000000003,-0.30000000000000004,0.3247628860506571
266,0.6200000000000003,-0.29000000000000004,1.1800008146421124
267,0.6200000000000003,-0.28,0.36398907010225356
268,0.6200000000000003,-0.27,0.36398907010225356
269,0.6200000000000003,-0.26,-0.5202276520435917
270,0.6200000000000003,-0.25,-0.5202276520435917
271,0.6200000000000003,-0.24,0.48018947890636793
272,0.6200000000000003,-0.22999999999999998,-0.5563645585403885
273,0.6200000000000003,-0.21999999999999997,-0.5563645585403885
274,0.6200000000000003,-0.20999999999999996,0.3247298839088704
275,0.6200000000000003,-0.19999999999999996,-0.7534120613025861
276,0.6200000000000003,-0.18999999999999995,-0.7534120613025861
277,0.6200000000000003,-0.17999999999999994,1.1969219998778469
278,0.6200000000000003,-0.16999999999999993,0.3387718233749926
279,0.6200000000000003,-0.15999999999999992,0.3387718233749926
280,0.6200000000000003,-0.1499999999999999,-0.46821041066995617
281,0.6200000000000003,-0.1399999999999999,0.4231828199061913
282,0.6200000000000003,-0.1299999999999999,0.4231828199061913
283,0.6200000000000003,-0.1199999999999999,-0.6064723864454131
284,0.6200000000000003,-0.1099999999999999,-0.6064723864454131
285,0.6200000000000003,-0.09999999999999991,-1.5533520718516765
286,0.6200000000000003,-0.08999999999999991,1.1980118052173683
287,0.6200000000000003,-0.07999999999999992,1.1980118052173683
288,0.6200000000000003,-0.06999999999999992,0.41717652895619883
289,0.6200000000000003,-0.05999999999999992,-0.5674875530088799
290,0.6200000000000003,-0.04999999999999992,-0.5674875530088799
291,0.6200000000000003,-0.03999999999999992,0.5217408524992297
292,0.6200000000000003,-0.029999999999999916,-0.6880885178331839
293,0.6200000000000003,-0.019999999999999914,-0.6880885178331839
294,0.6200000000000003,-0.009999999999999913,1.2190374829758794
295,0.6200000000000003,0.0,1.1978612352348652
296,0.6200000000000003,0.0,1.1978612352348652
297,0.6200000000000003,0.0,0.1545764615521485
298,0.6200000000000003,0.0,0.1545764615521485
299,0.6200000000000003,0.0,1.0538938022866808
300,0.6200000000000003,0.0,-0.6864399384326141
301,0.6200000000000003,0.0,-0.6864399384326141
302,0.6200000000000003,0.0,-0.015171963430588353
303,0.6200000000000003,0.0,1.0728440360752678
304,0.6200000000000003,0.0,1.0728440360752678
305,0.6200000000000003,0.0,0.7346649142525095
306,0.6200000000000003,0.0,-1.3728086919187328
307,0.6200000000000003,0.0,-1.3728086919187328
308,0.6200000000000003,0.0,0.0009855476936210805
309,0.6200000000000003,0.0,-0.5763557584461347
310,0.6200000000000003,0.0,-0.5763557584461347
311,0.6200000000000003,0.0,0.5811173182094995
312,0.6200000000000003,0.0,0.5811173182094995
313,0.6200000000000003,0.0,0.5914203910821751
314,0.6200000000000003,0.0,0.005354483476282534
315,0.6200000000000003,0.0,0.005354483476282534
316,0.6200000000000003,0.0,-0.6481177074605761
317,0.6200000000000003,0.0,1.0892435246794854
318,0.6200000000000003,0.0,1.0892435246794854
319,0.6200000000000003,0.0,-0.5824210196625537
320,0.6200000000000003,0.0,0.22160949239649197
321,0.6200000000000003,0.0,0.22160949239649197
322,0.6200000000000003,0.0,-9.983569502435927
323,0.6200000000000003,0.0,1.1626666577658655
324,0.6200000000000003,0.0,1.1626666577658655
325,0.6200000000000003,0.0,-1.054940151325857
326,0.6200000000000003,0.0,-0.017384327941757427
327,0.6200000000000003,0.0,-0.017384327941757427
328,0.6200000000000003,0.0,0.4449269520254446
329,0.6200000000000003,0.0,0.4449269520254446
330,0.6200000000000003,0.0,-0.6245365372073306
331,0.6200000000000003,0.0,0.726401887308075
332,0.6200000000000003,0.0,0.726401887308075
333,0.6200000000000003,0.0,-0.039191403554493354
334,0.6200000000000003,0.0,0.40826638017059824
335,0.6200000000000003,0.0,0.40826638017059824
336,0.6200000000000003,0.0,1.0542487082616858
337,0.6200000000000003,0.0,0.09604938423704157
338,0.6199843101863836,0.01,0.09604938423704157
339,0.6193684129574456,0.02,1.1337202262855883
340,0.6199999988975772,0.01,0.4014716846409316
341,0.6199220304315365,0.02,0.4014716846409316
342,0.6199997937645922,0.03,0.6105250090893494
343,0.6200000000000003,0.019999999999999997,0.6105250090893494
344,0.6200000000000003,0.009999999999999997,0.4680646480295735
345,0.6199678743127839,0.019999999999999997,0.5602349624988104
346,0.6190724694870209,0.03,0.5602349624988104
347,0.6191195650199826,0.04,-0.8686898223032029
348,0.6190738860305057,0.05,0.5309107674907249
349,0.6189856694182778,0.060000000000000005,0.5309107674907249
350,0.6198714183210998,0.07,-7.699394504052179
351,0.6189341043758424,0.08,0.578349861639444
352,0.6189670253621095,0.09,0.578349861639444
353,0.6189732397085406,0.09999999999999999,-9.347972074087897
354,0.6190506061921165,0.10999999999999999,0.6068762111877017
355,0.6199741024509059,0.09999999999999999,0.6068762111877017
356,0.6099741024509059,0.10999999999999999,0.5552704684798426
357,0.6199741024509059,0.11999999999999998,0.5552704684798426
358,0.6199866231391323,0.12999999999999998,-9.995202654509264
359,0.6199009079959976,0.13999999999999999,-7.305411779841918
360,0.6199521329872938,0.15,-7.305411779841918
361,0.6200000000000003,0.13999999999999999,0.5673400078782546
362,0.6199874454491959,0.12999999999999998,0.7035988863640065
363,0.6199832956916478,0.11999999999999998,0.7035988863640065
364,0.619963892409918,0.10999999999999999,0.699755315158336
365,0.6190134291780298,0.11999999999999998,0.5022442200876127
366,0.6090134291780298,0.12999999999999998,0.5022442200876127
367,0.618928872871299,0.13999999999999999,-0.8496246746515715
368,0.6172536655221812,0.12999999999999998,-1.7543453146025305
369,0.6199981754474523,0.11999999999999998,-1.7543453146025305
370,0.6164146222764353,0.12999999999999998,0.5891578350688169
371,0.6174865582952785,0.11999999999999998,0.5891578350688169
372,0.6174865582952785,0.10999999999999999,-0.9612593696902497
373,0.6176290274577165,0.09999999999999999,0.4733079343651375
374,0.6182045626102672,0.10999999999999999,0.4733079343651375
375,0.6155680964058726,0.09999999999999999,1.2208595865107625
376,0.6199333989460613,0.09,-6.154453712075965
377,0.6194789393205083,0.09999999999999999,-6.154453712075965
378,0.6094789393205083,0.09,-0.6885543038718619
379,0.6078961816857721,0.08,-9.956231529479993
380,0.6029436794618054,0.07,-9.956231529479993
381,0.6129436794618054,0.060000000000000005,0.3485617283271998
382,0.6183469955641859,0.07,1.2039623731545985
383,0.6117295679579295,0.060000000000000005,1.2039623731545985
384,0.6140140839266075,0.07,-6.16184351662736
385,0.6192957819377972,0.060000000000000005,0.668898027064821
386,0.6180706155714955,0.05,0.668898027064821
387,0.619029609040209,0.060000000000000005,-0.8940151610095881
388,0.609029609040209,0.07,-0.8940151610095881
389,0.599029609040209,0.08,-0.6182974345120696
390,0.589029609040209,0.09,0.666486395274241
391,0.579029609040209,0.09999999999999999,0.666486395274241
392,0.589029609040209,0.10999999999999999,-0.39705532084731887
393,0.599029609040209,0.11999999999999998,0.6846270302798866
394,0.609029609040209,0.12999999999999998,0.6846270302798866
395,0.6101357308260228,0.13999999999999999,-0.08809969011350433
396,0.6116570758720876,0.15,0.7371959387116986
397,0.6193753770160096,0.16,0.7371959387116986
398,0.6194400118956584,0.17,-0.16717701652818495
399,0.6094400118956584,0.18000000000000002,-0.1456998798711728
400,0.6194400118956584,0.19000000000000003,-0.1456998798711728
401,0.6094400118956584,0.20000000000000004,-0.32775570833926
402,0.5994400118956584,0.21000000000000005,-0.32775570833926
403,0.6094400118956584,0.22000000000000006,0.6885727957867807
404,0.6194400118956584,0.23000000000000007,0.7738854985731722
405,0.6194418245640041,0.24000000000000007,0.7738854985731722
406,0.6094418245640041,0.25000000000000006,-0.2608099223957845
407,0.606860441422455,0.26000000000000006,-0.19160273990579413
408,0.606860441422455,0.2700000000000001,-0.19160273990579413
409,0.6067088004926211,0.2800000000000001,0.8389937271837596
410,0.6167088004926211,0.2700000000000001,-0.20020413435526743
